Hugo	Patient-01	Patient-02
INTS6	718.0	1725.0
INTS7	598.0	3559.0
INTS8	1340.7	2100.9
INTS9	549.0	654.0
INTU	176.0	452.0
INVS	440.0	332.0
IP6K1	1536.0	1762.0
IP6K2	1922.0	2357.0
IP6K3	938.0	33.0
IPCEF1	42.0	32.0
IPMK	8.0	145.0
IPO11	578.0	2375.6
IPO13	2009.0	1370.0
IPO4	1419.43	2875.24
IPO5	3079.0	18146.0
IPO7	3689.0	13318.0
IPO8	1531.0	2730.0
IPO9	2831.0	4273.0
IPPK	1068.32	1092.53
IPP	114.0	704.0
IPW	360.94	459.28
IQCA1	732.0	50.0
IQCB1	528.0	1500.0
IQCC	205.0	634.0
IQCD	35.0	23.0
IQCE	1185.0	302.0
IQCF1	0.0	2.0
IQCF2	0.0	0.0
IQCF3	0.0	0.0
IQCF5	0.0	0.0
IQCF6	0.0	0.0
IQCG	781.0	6315.0
IQCH	38.0	156.0
IQCJ	0.0	0.0
IQCK	319.0	314.0
IQGAP1	5847.0	23064.0
IQGAP2	155.0	150.0
IQGAP3	881.0	844.0
IQSEC1	1763.0	824.0
IQSEC2	835.0	624.0
IQSEC3	42.0	33.0
IQUB	6.0	11.0
IRAK1BP1	60.17	387.21
IRAK1	7079.0	5959.0
IRAK2	218.0	731.0
IRAK3	343.0	748.0
IRAK4	774.0	3046.0
IREB2	1058.0	3009.0
IRF1	5037.25	3176.84
IRF2BP1	1880.0	515.0
IRF2BP2	6048.0	7638.0
IRF2	1161.0	3021.0
IRF3	7347.93	3014.58
IRF4	205.0	55.0
IRF5	1312.0	505.0
IRF6	2407.0	6065.0
IRF7	3402.0	2107.0
IRF8	337.0	307.0
IRF9	3288.45	3117.0
IRGC	0.0	0.0
IRGM	24.0	1.0
IRGQ	1860.0	725.0
IRS1	3044.0	1347.0
IRS2	538.0	170.0
IRS4	0.0	6.0
IRX1	111.0	29.0
IRX2	1367.0	884.0
IRX3	1238.0	495.0
IRX4	1053.0	2119.0
IRX5	160.0	68.0
IRX6	76.0	4.0
ISCA1P1	107.0	439.0
ISCA1	981.0	3611.0
ISCA2	608.0	3526.0
ISCU	1916.0	4146.0
ISG15	11429.0	21038.0
ISG20L2	1031.0	2525.0
ISG20	1557.0	3762.0
ISL1	15.0	6.0
ISL2	88.0	42.0
ISLR2	152.0	45.0
ISLR	17266.0	11950.0
ISM1	82.0	241.0
ISM2	11.0	3.0
ISOC1	318.0	944.0
ISOC2	4276.0	5358.0
ISPD	108.0	436.0
ISX	0.0	0.0
ISY1	1600.36	2281.84
ISYNA1	1916.0	1591.0
ITCH	1326.0	6024.0
ITFG1	1513.0	2381.0
ITFG2	661.0	724.0
ITFG3	5160.61	3429.17
ITGA10	80.0	68.0
ITGA11	3216.0	985.0
ITGA1	845.08	4125.11
ITGA2B	38.0	21.0
ITGA2	3673.0	7330.0
ITGA3	45287.0	14409.0
ITGA4	280.78	876.06
ITGA5	10103.0	20323.0
ITGA6	11857.0	64394.0
ITGA7	1398.0	193.0
ITGA8	23.0	66.0
ITGA9	81.0	89.0
ITGAD	2.0	1.0
ITGAE	977.0	4870.0
ITGAL	508.0	124.0
ITGAM	273.0	150.0
ITGAV	7112.0	46473.0
ITGAX	899.0	487.0
ITGB1BP1	2904.0	13213.0
ITGB1BP2	116.0	52.0
ITGB1BP3	124.0	5.0
ITGB1	46343.0	85722.09
ITGB2	3654.12	815.0
ITGB3BP	260.0	3414.0
ITGB3	734.0	282.0
ITGB4	36152.0	16095.0
ITGB5	9094.0	6757.0
ITGB6	3705.0	17070.0
ITGB7	499.0	567.0
ITGB8	1774.0	4704.0
ITGBL1	781.0	719.0
ITIH1	1.0	25.0
ITIH2	0.0	107.0
ITIH3	31.0	119.0
ITIH4	431.0	101.0
ITIH5L	1.0	5.0
ITIH5	278.0	171.0
ITK	62.0	46.0
ITLN1	0.0	3.0
ITLN2	8.0	5.0
ITM2A	221.0	722.0
ITM2B	19967.0	50469.0
ITM2C	6064.0	8725.0
ITPA	3034.0	2562.0
ITPK1	3551.0	1658.0
ITPKA	43.0	333.0
ITPKB	1174.0	691.0
ITPKC	5426.0	1432.0
ITPR1	251.0	1635.0
ITPR2	798.0	1501.0
ITPR3	3996.97	1787.84
ITPRIPL1	34.0	209.0
ITPRIPL2	3878.0	3737.0
ITPRIP	2366.0	1386.0
ITSN1	713.0	1198.0
ITSN2	1036.0	1770.0
IVD	1659.0	1948.0
IVL	5227.0	1050.0
IVNS1ABP	4733.0	7546.0
IWS1	1901.0	1987.0
IYD	1.0	5.0
IZUMO1	5.0	3.0
JAG1	4114.0	16300.0
JAG2	5160.0	1453.0
JAGN1	1167.0	3879.0
JAK1	3429.0	3992.0
JAK2	352.0	712.0
JAK3	1891.0	1284.0
JAKMIP1	40.0	4.0
JAKMIP2	175.0	19.0
JAKMIP3	39.0	9.0
JAM2	248.0	186.0
JAM3	895.0	977.0
JARID2	883.0	1199.0
JAZF1	435.0	669.0
JDP2	1617.0	948.0
JHDM1D	556.0	772.0
JKAMP	1342.0	6675.0
JMJD1C	853.0	1827.0
JMJD4	1096.6	2465.31
JMJD5	149.0	186.0
JMJD6	1244.0	1837.0
JMJD7-PLA2G4B	1162.0	1719.0
JMJD8	2889.34	2604.9
JMY	593.0	329.0
JOSD1	2938.0	8687.0
JOSD2	2904.0	1639.0
JPH1	210.0	230.0
JPH2	1258.0	65.0
JPH3	80.0	3.0
JPH4	6.0	3.0
JRKL	422.0	163.0
JRK	426.0	271.0
JSRP1	470.0	62.0
JTB	4683.0	13068.0
JUB	2232.0	2432.0
JUNB	17378.0	10463.0
JUND	4278.0	1715.0
JUN	4562.0	3095.0
JUP	44987.0	18739.0
KAAG1	0.0	1.0
KAL1	513.0	1834.0
KALRN	271.0	456.0
KANK1	864.0	665.0
KANK2	2642.0	1359.0
KANK3	327.0	92.0
KANK4	664.0	1152.0
KARS	6673.0	12179.0
KAT2A	2910.0	2833.0
KAT2B	297.0	321.0
KAT5	1572.5	1747.92
KATNA1	577.0	1799.0
KATNAL1	561.0	705.0
KATNAL2	77.0	54.0
KATNB1	1290.0	971.0
KAZALD1	139.93	54.14
KAZ	721.02	773.17
KBTBD10	1473.0	279.8
KBTBD11	93.0	48.0
KBTBD12	25.0	4.0
KBTBD13	0.0	0.0
KBTBD2	1419.0	3669.0
KBTBD3	128.0	243.07
KBTBD4	257.65	860.97
KBTBD5	96.0	12.0
KBTBD6	378.0	1133.0
KBTBD7	33.0	180.0
KBTBD8	32.0	1026.0
KC6	37.0	41.0
KCMF1	2967.0	9338.0
KCNA10	0.0	1.0
KCNA1	5.0	0.0
KCNA2	4.0	1.0
KCNA3	10.0	3.0
KCNA4	0.0	0.0
KCNA5	9.0	2.0
KCNA6	56.0	22.0
KCNA7	84.0	2.0
KCNAB1	47.0	85.0
KCNAB2	814.0	356.0
KCNAB3	72.0	52.0
KCNB1	6.0	1.0
KCNB2	8.0	3.0
KCNC1	6.0	2.0
KCNC2	0.0	0.0
KCNC3	812.0	28.0
KCNC4	282.0	202.0
KCND1	268.0	46.0
KCND2	53.0	196.0
KCND3	12.0	5.0
KCNE1L	30.0	8.0
KCNE1	9.0	13.0
KCNE2	13.0	39.0
KCNE3	136.0	631.0
KCNE4	376.0	886.0
KCNF1	47.0	19.0
KCNG1	125.0	160.0
KCNG2	4.0	1.0
KCNG3	3.0	9.0
KCNG4	0.0	1.0
KCNH1	4.0	5.0
KCNH2	94.0	91.0
KCNH3	31.0	85.0
KCNH4	10.0	6.0
KCNH5	1.0	0.0
KCNH6	0.0	13.0
KCNH7	0.0	2.0
KCNH8	0.0	3.0
KCNIP1	5.0	9.0
KCNIP2	30.0	14.0
KCNIP3	377.0	126.0
KCNIP4	14.0	39.0
KCNJ10	10.0	1.0
KCNJ11	73.0	3.0
KCNJ12	227.0	38.0
KCNJ13	0.0	0.0
KCNJ14	106.0	26.0
KCNJ15	1480.0	5286.0
KCNJ16	4.0	2.0
KCNJ1	2.0	2.0
KCNJ2	294.0	333.0
KCNJ3	0.0	1.0
KCNJ4	1.0	49.0
KCNJ5	136.0	23.0
KCNJ6	1.0	17.0
KCNJ8	340.0	618.0
KCNJ9	1.0	0.0
KCNK10	88.0	371.0
KCNK12	12.0	0.0
KCNK13	44.0	115.0
KCNK15	39.0	12.0
KCNK16	0.0	0.0
KCNK17	2.0	8.0
KCNK18	0.0	0.0
KCNK1	769.0	2889.0
KCNK2	7.0	133.0
KCNK3	61.0	9.0
KCNK4	4.54	3.0
KCNK5	286.0	256.0
KCNK6	912.0	622.0
KCNK7	48.0	132.0
KCNK9	535.0	3.0
KCNMA1	731.0	199.0
KCNMB1	252.0	71.0
KCNMB2	10.0	18.0
KCNMB3	99.0	51.0
KCNMB4	264.0	108.0
KCNN1	19.0	10.0
KCNN2	13.0	24.0
KCNN3	124.0	55.0
KCNN4	3026.0	544.0
KCNQ1DN	4.0	0.0
KCNQ1OT1	91.0	38.0
KCNQ1	405.0	245.0
KCNQ2	1.0	1.0
KCNQ3	5.0	9.0
KCNQ4	6.0	33.0
KCNQ5	74.0	342.0
KCNRG	12.78	33.14
KCNS1	1.0	248.0
KCNS2	3.0	1.0
KCNS3	631.0	1340.0
KCNT1	53.0	1.0
KCNT2	15.0	30.0
KCNU1	4.0	0.0
KCNV1	1.0	3.0
KCNV2	0.0	2.0
KCP	653.05	187.04
KCTD10	3115.0	4409.0
KCTD11	5227.0	1920.0
KCTD12	1897.0	2782.0
KCTD13	598.0	427.0
KCTD14	40.0	532.0
KCTD15	2085.0	1740.0
KCTD16	1.0	7.0
KCTD17	1001.0	680.0
KCTD18	446.0	1219.0
KCTD19	3.0	1.0
KCTD1	2302.0	2996.0
KCTD20	830.0	4970.0
KCTD21	506.0	495.0
KCTD2	1792.0	605.0
KCTD3	1078.0	2470.0
KCTD4	1.0	1.0
KCTD5	1908.0	2300.0
KCTD6	98.0	624.0
KCTD7	290.0	262.52
KCTD8	1.0	0.0
KCTD9	697.0	2484.0
KDELC1	395.0	1597.0
KDELC2	1321.0	3233.0
KDELR1	15750.0	13871.0
KDELR2	11759.0	41124.0
KDELR3	1261.0	6982.0
KDM1A	2992.0	8940.0
KDM1B	344.0	2061.0
KDM2A	4277.0	2507.0
KDM2B	948.73	1288.81
KDM3A	1509.0	1977.0
KDM3B	1895.0	1514.0
KDM4A	1447.0	953.0
KDM4B	1031.0	606.0
KDM4C	673.0	668.0
KDM4DL	0.0	1.0
KDM4D	45.0	56.0
KDM5A	2062.0	1699.0
KDM5B	2323.0	4743.0
KDM5C	3212.0	1708.0
KDM5D	447.0	140.0
KDM6A	501.0	1310.0
KDM6B	1260.0	427.0
KDR	541.0	802.0
KDSR	2490.0	3081.0
KEAP1	4938.0	2737.0
KEL	13.0	0.0
KERA	10.0	5.0
KGFLP1	1.0	0.0
KGFLP2	119.48	31.27
KHDC1L	114.0	13194.46
KHDC1	152.78	404.78
KHDRBS1	6103.0	8060.0
KHDRBS2	0.0	1.0
KHDRBS3	176.0	254.0
KHK	99.62	329.79
KHNYN	2170.64	1723.08
KHSRP	2186.0	3941.0
KIAA0020	1363.0	1329.0
KIAA0040	1755.0	2649.0
KIAA0087	1.0	0.0
KIAA0090	2778.0	6302.0
KIAA0100	5139.43	4318.55
KIAA0101	460.0	7188.0
KIAA0114	822.0	3623.0
KIAA0125	131.0	6.0
KIAA0141	1492.0	1446.0
KIAA0146	1679.0	1703.0
KIAA0174	4950.0	6349.0
KIAA0182	1376.0	613.0
KIAA0195	2255.29	462.75
KIAA0196	1727.0	4131.0
KIAA0226	1037.0	640.0
KIAA0232	1048.0	1104.0
KIAA0240	389.0	217.0
KIAA0247	2572.0	3094.0
KIAA0284	2918.0	1432.0
KIAA0317	1471.0	1003.0
KIAA0319L	1935.0	949.0
KIAA0319	13.0	5.0
KIAA0355	863.0	817.0
KIAA0368	2544.0	2572.0
KIAA0391	641.05	4632.5
KIAA0406	749.0	1637.0
KIAA0408	60.09	14.3
KIAA0415	1269.0	951.0
KIAA0427	1563.0	398.0
KIAA0430	1342.0	1737.0
KIAA0467	1045.9	399.14
KIAA0494	2842.0	4300.82
KIAA0495	567.0	305.0
KIAA0513	814.0	447.0
KIAA0528	698.0	1005.0
KIAA0556	733.0	363.0
KIAA0562	1015.0	889.0
KIAA0564	775.0	574.0
KIAA0586	272.0	577.0
KIAA0649	1018.0	325.0
KIAA0652	4319.0	2869.0
KIAA0664P3	34.0	116.0
KIAA0664	4058.0	2083.0
KIAA0748	50.0	16.0
KIAA0753	595.0	1216.0
KIAA0754	5.0	31.0
KIAA0776	717.0	2591.0
KIAA0802	707.0	193.0
KIAA0831	561.0	1873.0
KIAA0892	1130.0	1021.0
KIAA0895L	776.1	697.83
KIAA0895	86.0	2629.0
KIAA0907	1082.0	2416.0
KIAA0913	2571.0	850.0
KIAA0922	520.0	1011.0
KIAA0947	1574.0	2834.0
KIAA1009	220.0	293.0
KIAA1012	867.0	2733.0
KIAA1024	95.0	144.0
KIAA1033	1099.0	4093.0
KIAA1045	19.0	17.0
KIAA1107	62.0	50.0
KIAA1109	901.0	711.0
KIAA1143	565.0	1278.0
KIAA1147	386.0	642.0
KIAA1161	527.0	129.0
KIAA1191	3255.0	5073.0
KIAA1199	719.0	1891.0
KIAA1210	2.0	1.0
KIAA1211	27.0	34.0
KIAA1217	4152.0	3604.57
KIAA1239	4.0	0.0
KIAA1244	32.0	101.0
KIAA1257	8.0	37.0
KIAA1267	1094.0	966.0
KIAA1274	580.0	333.0
KIAA1279	918.0	1057.0
KIAA1310	1554.0	1210.0
KIAA1324L	413.0	268.0
KIAA1324	65.0	79.0
KIAA1328	75.0	138.0
KIAA1370	452.0	1221.0
KIAA1377	227.0	95.0
KIAA1383	46.0	70.0
KIAA1407	162.0	66.0
KIAA1409	11.0	12.0
KIAA1429	1983.0	3624.0
KIAA1430	740.0	4744.0
KIAA1432	683.0	1270.95
KIAA1462	1072.0	901.0
KIAA1467	265.0	126.0
KIAA1468	507.0	741.0
KIAA1486	0.0	3.0
KIAA1522	6074.0	4735.0
KIAA1524	320.0	2897.0
KIAA1529	87.0	23.0
KIAA1530	140.0	133.0
KIAA1539	1144.0	820.0
KIAA1543	966.0	222.0
KIAA1549	187.0	63.0
KIAA1586	183.0	847.0
KIAA1598	808.0	2190.0
KIAA1609	2977.0	2816.0
KIAA1614	108.54	88.15
KIAA1632	514.0	560.0
KIAA1644	119.0	50.0
KIAA1671	956.0	2354.0
KIAA1683	46.0	7.0
KIAA1704	342.59	1174.33
KIAA1712	399.0	2690.51
KIAA1715	613.0	4543.0
KIAA1731	380.0	426.0
KIAA1737	502.0	1038.0
KIAA1751	26.0	9.0
KIAA1755	532.0	125.0
KIAA1797	1352.0	1569.0
KIAA1804	72.0	437.0
KIAA1826	446.0	1078.0
KIAA1841	442.0	1272.0
KIAA1875	111.0	61.0
KIAA1908	113.0	78.0
KIAA1919	147.0	320.0
KIAA1949	5065.0	4973.0
KIAA1958	6.0	59.0
KIAA1967	2929.0	1834.0
KIAA1984	18.0	4.0
KIAA2013	3370.0	3034.0
KIAA2018	355.0	276.0
KIAA2022	6.0	6.0
KIAA2026	522.0	200.0
KIDINS220	1213.0	1369.0
KIF11	1005.0	2321.0
KIF12	105.0	15.0
KIF13A	693.0	1535.0
KIF13B	464.0	101.0
KIF14	254.0	1117.0
KIF15	159.0	877.0
KIF16B	407.0	349.0
KIF17	34.0	440.0
KIF18A	310.0	2652.0
KIF18B	552.0	897.0
KIF19	28.0	9.0
KIF1A	385.0	1.0
KIF1B	1845.0	1961.0
KIF1C	8775.0	1895.0
KIF20A	1474.0	2545.0
KIF20B	355.0	1131.0
KIF21A	330.0	882.0
KIF21B	284.0	107.0
KIF22	2498.0	3942.0
KIF23	827.0	6085.0
KIF24	67.0	234.02
KIF25	3.0	0.0
KIF26A	194.0	90.0
KIF26B	866.0	569.0
KIF27	38.0	102.0
KIF2A	688.0	1225.0
KIF2B	0.0	0.0
KIF2C	1611.0	4004.0
KIF3A	408.0	466.0
KIF3B	1697.0	1989.0
KIF3C	705.0	871.0
KIF4A	1003.0	2847.0
KIF4B	45.0	169.0
KIF5A	8.0	0.0
KIF5B	3819.0	10127.0
KIF5C	44.0	10.0
KIF6	3.0	14.0
KIF7	951.19	268.78
KIF9	116.84	245.0
KIFAP3	1917.0	3845.0
KIFC1	1495.0	2392.0
KIFC2	2815.05	342.8
KIFC3	4200.0	994.0
KILLIN	24.0	36.0
KIN	348.0	643.0
KIR2DL1	2.0	1.0
KIR2DL3	0.0	0.0
KIR2DL4	23.0	0.0
KIR2DS4	0.0	0.0
KIR3DL1	0.0	0.0
KIR3DL2	10.0	0.0
KIR3DL3	0.0	0.0
KIR3DP1	1.0	1.0
KIR3DX1	0.0	0.0
KIRREL2	17.0	16.0
KIRREL3	5.0	7.0
KIRREL	105.0	792.0
KISS1R	3.0	79.0
KISS1	531.0	2.0
KITLG	760.0	7294.0
KIT	175.0	296.0
KLB	11.0	21.0
KLC1	3145.9	2256.8
KLC2	2316.0	776.0
KLC3	3298.79	1340.69
KLC4	1291.15	772.03
KLF10	5414.0	8823.0
KLF11	648.0	915.0
KLF12	388.0	311.0
KLF13	3740.0	2005.0
KLF14	22.0	58.0
KLF15	8.0	7.0
KLF16	1488.0	565.0
KLF17	5.0	35.0
KLF1	6.0	11.0
KLF2	926.0	233.0
KLF3	1753.0	3155.0
KLF4	551.0	1417.0
KLF5	4099.0	5631.0
KLF6	4598.0	7906.0
KLF7	139.0	625.0
KLF8	251.0	374.0
KLF9	1515.0	1174.0
KLHDC10	258.0	588.0
KLHDC1	50.0	51.0
KLHDC2	930.0	2143.0
KLHDC3	4363.0	10731.0
KLHDC4	740.2	520.83
KLHDC5	1013.0	3417.0
KLHDC7A	12.0	0.0
KLHDC7B	7498.0	2138.0
KLHDC8A	34.0	59.0
KLHDC8B	843.0	528.0
KLHDC9	95.0	95.0
KLHL10	0.0	0.0
KLHL11	11.0	221.0
KLHL12	1025.0	2409.0
KLHL13	181.0	1444.0
KLHL14	7.0	11.0
KLHL15	155.0	409.0
KLHL17	251.0	231.0
KLHL18	471.0	640.0
KLHL1	0.0	0.0
KLHL20	330.0	1089.0
KLHL21	2839.0	1670.0
KLHL22	9056.0	1460.0
KLHL23	7.0	306.0
KLHL24	998.0	1100.0
KLHL25	831.0	329.0
KLHL26	203.0	255.0
KLHL28	208.0	1383.0
KLHL29	314.0	256.0
KLHL2	501.0	2435.0
KLHL30	408.0	66.0
KLHL31	59.64	22.23
KLHL32	1.0	2.0
KLHL33	1.0	0.0
KLHL34	1.0	1.0
KLHL35	225.0	44.0
KLHL36	590.0	803.0
KLHL38	26.0	0.0
KLHL3	286.0	128.0
KLHL4	60.0	1619.0
KLHL5	1616.0	3839.0
KLHL6	662.0	66.0
KLHL7	763.0	5727.0
KLHL8	147.0	1971.0
KLHL9	1221.0	2632.0
KLK10	28597.0	5949.0
KLK11	5042.0	3431.0
KLK12	178.0	120.0
KLK13	4095.0	701.0
KLK14	59.0	104.0
KLK15	1.0	2.0
KLK1	388.0	163.0
KLK2	36.0	3.0
KLK3	0.0	0.0
KLK4	108.0	7.0
KLK5	1096.0	17379.0
KLK6	3762.0	2394.0
KLK7	6293.0	1592.0
KLK8	4915.88	7146.7
KLK9	2815.12	3668.3
KLKB1	9.0	6.0
KLKP1	10.0	3.0
KLRA1	21.0	119.0
KLRAQ1	760.0	1790.0
KLRB1	40.0	15.0
KLRC1	18.0	22.0
KLRC2	26.7	5.73
KLRC3	8.3	1.27
KLRC4	0.0	1.35
KLRD1	45.0	70.0
KLRF1	5.0	9.0
KLRG1	10.0	11.0
KLRG2	9.0	60.0
KLRK1	71.0	55.65
KL	17.0	30.0
KMO	334.83	375.55
KNCN	0.0	1.0
KNDC1	20.0	50.0
KNG1	0.0	25.0
KNTC1	591.0	2228.0
KPNA1	2012.0	4878.0
KPNA2	6034.0	28704.0
KPNA3	1756.0	8607.0
KPNA4	3004.0	11449.0
KPNA5	45.0	203.0
KPNA6	3225.0	3614.0
KPNA7	51.0	29.0
KPNB1	7440.0	7436.0
KPRP	16.0	2.0
KPTN	930.0	805.0
KRAS	1409.0	3682.0
KRBA1	848.0	167.0
KRBA2	52.0	177.0
KRCC1	806.0	9812.0
KREMEN1	1627.0	4048.0
KREMEN2	1498.0	1067.0
KRI1	2337.83	1252.58
KRIT1	671.0	1365.0
KRR1	786.23	9081.13
KRT10	13456.0	3854.0
KRT12	2.0	6.0
KRT13	94780.0	301.0
KRT14	218795.0	198365.0
KRT15	30897.0	2572.0
KRT16	78404.0	10629.0
KRT17	553320.0	187097.0
KRT18	23288.9	17293.7
KRT19	65739.0	22133.0
KRT1	336.0	6.0
KRT20	1.0	53.0
KRT222	72.0	163.0
KRT23	2029.0	246.0
KRT24	0.0	0.0
KRT25	0.0	0.0
KRT26	0.0	0.0
KRT27	0.0	0.0
KRT28	0.0	0.0
KRT2	1.0	0.0
KRT31	227.0	28.0
KRT32	4.0	16.0
KRT33A	2.0	0.0
KRT33B	18.0	0.0
KRT34	1264.0	0.0
KRT35	0.0	0.0
KRT36	4.0	3.0
KRT37	2.7	0.0
KRT38	0.0	0.0
KRT39	1.0	8.0
KRT3	2.0	5.0
KRT40	0.0	0.0
KRT4	52.0	4.0
KRT5	409105.0	222323.0
KRT6A	247977.0	150780.0
KRT6B	66169.0	36269.0
KRT6C	26780.0	8456.0
KRT71	2.0	1.0
KRT72	0.0	1.0
KRT73	1.0	1.0
KRT74	26.0	18.0
KRT75	3084.0	653.0
KRT76	0.0	0.0
KRT77	2.0	0.0
KRT78	253.0	13.0
KRT79	38.0	37.0
KRT7	1164.0	868.0
KRT80	891.0	1486.0
KRT81	155.0	257.0
KRT82	0.0	5.0
KRT83	1.0	1.0
KRT84	1.0	0.0
KRT85	0.0	0.0
KRT86	75.0	41.0
KRT8	43782.1	21126.3
KRT9	46.0	42.0
KRTAP1-1	0.0	1.0
KRTAP1-3	0.0	0.0
KRTAP1-5	4.0	11.0
KRTAP10-10	0.0	0.0
KRTAP10-11	0.0	0.0
KRTAP10-12	0.0	0.0
KRTAP10-1	0.0	0.0
KRTAP10-2	1.0	1.0
KRTAP10-3	0.0	0.0
KRTAP10-4	0.0	0.0
KRTAP10-5	0.0	0.0
KRTAP10-6	0.0	0.0
KRTAP10-7	0.0	0.0
KRTAP10-8	0.0	0.0
KRTAP10-9	0.0	0.0
KRTAP11-1	0.0	2.0
KRTAP12-1	0.0	0.0
KRTAP12-2	0.0	0.0
KRTAP12-3	0.0	0.0
KRTAP12-4	0.0	0.0
KRTAP13-1	0.0	0.0
KRTAP13-2	4.0	6.0
KRTAP13-3	0.0	0.0
KRTAP13-4	0.0	0.0
KRTAP15-1	0.0	0.0
KRTAP17-1	1.0	0.0
KRTAP19-1	1.0	3.0
KRTAP19-2	0.0	0.0
KRTAP19-3	0.0	0.0
KRTAP19-4	0.0	0.0
KRTAP19-5	0.0	0.0
KRTAP19-6	0.0	0.0
KRTAP19-7	0.0	0.0
KRTAP19-8	0.0	0.0
KRTAP2-1	27.0	0.0
KRTAP2-2	0.0	1.0
KRTAP2-4	0.0	0.0
KRTAP20-1	0.0	0.0
KRTAP20-2	0.0	0.0
KRTAP20-3	0.0	0.0
KRTAP20-4	0.0	0.0
KRTAP21-1	0.0	0.0
KRTAP21-2	0.0	0.0
KRTAP22-1	0.0	0.0
KRTAP23-1	0.0	0.0
KRTAP24-1	0.0	0.0
KRTAP25-1	0.0	0.0
KRTAP26-1	0.0	0.0
KRTAP27-1	0.0	0.0
KRTAP3-1	0.0	0.0
KRTAP3-2	0.0	0.0
KRTAP3-3	0.0	0.0
KRTAP4-11	0.0	0.0
KRTAP4-12	0.0	0.0
KRTAP4-1	10.0	6.0
KRTAP4-2	0.0	0.0
KRTAP4-3	0.0	0.0
KRTAP4-4	0.0	0.0
KRTAP4-5	0.0	0.0
KRTAP4-7	0.0	0.0
KRTAP4-8	0.0	0.0
KRTAP4-9	0.0	0.0
KRTAP5-10	0.0	3.0
KRTAP5-11	0.0	0.0
KRTAP5-1	2.0	2.0
KRTAP5-2	0.0	0.0
KRTAP5-3	0.0	0.0
KRTAP5-4	0.0	0.0
KRTAP5-5	0.0	0.0
KRTAP5-6	0.0	0.0
KRTAP5-7	0.0	0.0
KRTAP5-8	0.0	4.0
KRTAP5-9	3.0	4.0
KRTAP6-1	0.0	0.0
KRTAP6-2	0.0	0.0
KRTAP6-3	0.0	0.0
KRTAP7-1	0.0	0.0
KRTAP8-1	0.0	0.0
KRTAP9-2	0.0	0.0
KRTAP9-4	0.0	0.0
KRTAP9-8	0.0	0.0
KRTAP9-9	0.0	0.0
KRTCAP2	4604.0	7352.0
KRTCAP3	1667.0	5192.0
KRTDAP	1951.0	1022.0
KSR1	759.0	539.0
KSR2	9.0	3.0
KTELC1	534.0	2183.0
KTI12	421.0	1251.0
KTN1	6121.0	6911.0
KYNU	1460.0	1204.0
KY	13.0	12.0
L1CAM	1664.0	247.0
L1TD1	17.0	12.0
L2HGDH	92.0	1102.0
L3MBTL2	1339.74	1197.62
L3MBTL3	223.0	352.0
L3MBTL4	97.0	157.0
L3MBTL	256.0	51.0
LACE1	90.0	491.0
LACRT	0.0	0.0
LACTB2	430.0	1920.0
LACTB	678.0	1364.0
LAD1	11640.0	12242.0
LAG3	458.0	39.0
LAGE3	1499.0	1826.0
LAIR1	731.0	249.0
LAIR2	46.0	31.0
LALBA	0.0	1.0
LAMA1	956.0	711.0
LAMA2	769.99	1386.0
LAMA3	50397.0	42107.0
LAMA4	4549.0	7643.0
LAMA5	9969.0	1648.0
LAMB1	12986.0	7689.0
LAMB2L	38.0	7.0
LAMB2	8766.0	2242.0
LAMB3	84721.0	23324.0
LAMB4	2.0	6.0
LAMC1	13130.0	17216.0
LAMC2	87138.0	100956.0
LAMC3	630.0	73.0
LAMP1	15796.0	6013.0
LAMP2	6311.0	26958.0
LAMP3	872.0	5401.0
LANCL1	1334.0	3806.0
LANCL2	781.0	2329.0
LANCL3	43.0	23.0
LAP3	4438.0	3716.0
LAPTM4A	14635.0	35060.0
LAPTM4B	6225.0	16782.0
LAPTM5	9136.0	9132.0
LARGE	585.0	484.0
LARP1B	286.0	1363.0
LARP1	6748.0	1955.0
LARP4B	2199.0	2067.0
LARP4	1374.0	4974.0
LARP6	750.0	1754.0
LARP7	1371.0	2281.0
LARS2	470.0	698.0
LARS	2831.0	5076.0
LAS1L	1672.0	1661.0
LASP1	11459.0	5767.0
LASS1	21.93	14.92
LASS2	4684.0	7251.0
LASS3	1126.0	3995.0
LASS4	1689.0	1861.0
LASS5	2432.0	3062.0
LASS6	840.9	3412.7
LAT2	342.0	618.0
LATS1	153.0	688.0
LATS2	810.0	838.0
LAT	398.13	139.79
LAX1	70.0	19.0
LAYN	1081.0	2312.0
LBH	2661.0	1901.0
LBP	10.0	31.0
LBR	893.0	2330.0
LBX1	10.0	0.0
LBX2	65.41	28.9
LBXCOR1	6.0	1.0
LCA5L	48.0	150.0
LCA5	107.0	300.0
LCAT	498.27	182.0
LCE1A	1.0	0.0
LCE1B	6.0	2.0
LCE1C	28.0	40.0
LCE1D	1.0	0.0
LCE1E	0.0	1.0
LCE1F	3.0	1.0
LCE2A	3.0	0.0
LCE2B	4.0	1.0
LCE2C	7.0	0.0
LCE2D	6.0	0.0
LCE3A	26.0	12.0
LCE3B	0.0	0.0
LCE3C	0.0	0.0
LCE3D	437.0	87.0
LCE3E	50.0	13.0
LCE4A	0.0	0.0
LCE5A	3.0	0.0
LCE6A	0.0	1.0
LCK	480.0	1806.0
LCLAT1	733.0	2992.0
LCMT1	1457.0	3234.0
LCMT2	394.0	1321.0
LCN10	19.0	5.0
LCN12	13.0	9.0
