Hugo	Patient-01	Patient-02
SCAND2	407.0	516.0
SCAND3	43.0	183.0
SCAPER	247.0	179.0
SCAP	2357.89	1014.45
SCARA3	1001.0	742.0
SCARA5	77.0	307.0
SCARB1	2116.0	2556.0
SCARB2	8577.0	8956.0
SCARF1	322.0	785.0
SCARF2	5299.0	465.0
SCARNA10	0.0	20.0
SCARNA11	0.0	0.0
SCARNA12	11.0	51.0
SCARNA14	0.0	0.0
SCARNA15	0.0	0.0
SCARNA16	1.0	3.0
SCARNA17	8.0	1.0
SCARNA18	0.0	0.0
SCARNA1	0.0	1.0
SCARNA20	0.0	0.0
SCARNA21	0.0	0.0
SCARNA22	0.0	0.0
SCARNA23	0.0	0.0
SCARNA27	0.0	0.0
SCARNA2	9.0	24.0
SCARNA3	0.0	0.0
SCARNA4	0.0	0.0
SCARNA5	0.0	14.0
SCARNA6	1.0	23.0
SCARNA7	5.0	4.0
SCARNA8	0.0	0.0
SCARNA9L	0.0	1.0
SCARNA9	5.0	2.0
SCCPDH	1543.0	2039.0
SCD5	376.0	5441.0
SCD	3871.0	2915.0
SCEL	1024.0	93.0
SCFD1	1172.0	4323.0
SCFD2	548.0	770.0
SCG2	97.0	162.0
SCG3	4.0	2.0
SCG5	207.0	1292.0
SCGB1A1	1.0	15.0
SCGB1C1	0.0	2.0
SCGB1D1	0.0	0.0
SCGB1D2	0.0	0.0
SCGB1D4	0.0	0.0
SCGB2A1	0.0	0.0
SCGB2A2	0.0	1.0
SCGB3A1	11.0	51.0
SCGB3A2	0.0	8.0
SCGBL	0.0	1.0
SCGN	0.0	0.0
SCHIP1	796.0	3795.0
SCIN	27.0	38.0
SCLT1	336.0	1245.0
SCLY	420.5	792.82
SCMH1	918.0	612.0
SCML1	183.0	1084.0
SCML2	7.0	97.0
SCML4	17.0	5.0
SCN10A	0.0	0.0
SCN11A	2.0	2.0
SCN1A	1.0	6.0
SCN1B	716.0	518.0
SCN2A	80.0	12.0
SCN2B	22.0	8.0
SCN3A	20.0	54.0
SCN3B	70.0	51.0
SCN4A	108.0	0.0
SCN4B	268.0	394.0
SCN5A	284.0	14.0
SCN7A	2.0	4.0
SCN8A	15.0	31.0
SCN9A	104.84	447.15
SCNM1	1334.0	3816.0
SCNN1A	867.0	801.0
SCNN1B	421.0	39.0
SCNN1D	124.0	188.0
SCNN1G	93.0	89.0
SCO1	1021.0	2373.0
SCO2	1944.0	5888.0
SCOC	1906.0	18521.0
SCP2	2812.0	7447.0
SCPEP1	11444.0	4083.0
SCRG1	0.0	5.0
SCRIB	4975.0	996.0
SCRN1	3041.0	3805.0
SCRN2	1637.0	758.0
SCRN3	404.0	670.0
SCRT1	1.0	0.0
SCRT2	0.0	0.0
SCTR	0.0	8.0
SCT	298.0	33.0
SCUBE1	10.0	9.0
SCUBE2	133.0	34.0
SCUBE3	35.0	16.0
SCXB	49.0	8.0
SCYL1	4547.98	3673.32
SCYL2	856.0	4566.0
SCYL3	315.81	777.27
SDAD1	1350.0	2493.0
SDC1	39077.0	50068.0
SDC2	3772.0	11521.0
SDC3	2320.0	719.0
SDC4P	0.0	0.0
SDC4	12533.0	44375.0
SDCBP2	1026.0	512.0
SDCBP	5416.0	10006.0
SDCCAG1	690.0	935.0
SDCCAG3	1691.0	4724.0
SDCCAG8	1155.0	1747.0
SDF2L1	1246.0	2637.0
SDF2	2153.0	8323.0
SDF4	8620.0	7775.0
SDHAF1	963.0	1015.0
SDHAF2	1728.0	3193.0
SDHAP1	290.0	193.0
SDHAP2	222.0	227.0
SDHAP3	328.0	362.0
SDHA	8282.0	10017.0
SDHB	2387.0	11523.0
SDHC	3198.0	21861.0
SDHD	2063.0	6973.0
SDK1	525.0	508.0
SDK2	909.0	689.0
SDPR	127.0	139.0
SDR16C5	5382.0	7970.0
SDR39U1	728.36	879.92
SDR42E1	598.0	5384.0
SDR9C7	23.0	52.0
SDSL	946.0	399.0
SDS	468.0	291.0
SEBOX	0.0	0.0
SEC11A	4980.0	16452.0
SEC11C	984.0	4121.0
SEC13	3806.0	13843.0
SEC14L1	1849.0	1166.0
SEC14L2	925.67	2928.75
SEC14L3	0.0	0.0
SEC14L4	34.0	21.0
SEC14L5	12.0	1.0
SEC16A	3706.0	2199.0
SEC16B	302.0	383.1
SEC1	13.0	3.0
SEC22A	735.0	4231.0
SEC22B	899.0	3737.0
SEC22C	603.0	1959.0
SEC23A	1163.0	11024.0
SEC23B	1738.0	2578.0
SEC23IP	814.0	2249.0
SEC24A	811.0	2914.0
SEC24B	962.0	3543.0
SEC24C	4715.0	2402.0
SEC24D	2017.0	6932.0
SEC31A	5224.0	7820.18
SEC31B	324.29	65.38
SEC61A1	16708.28	12384.65
SEC61A2	254.01	643.17
SEC61B	3826.0	7694.0
SEC61G	3607.0	13581.0
SEC62	2705.0	9809.0
SEC63	2674.0	3289.0
SECISBP2L	418.0	1302.0
SECISBP2	942.0	651.0
SECTM1	2866.0	552.0
SEH1L	1349.0	3355.0
SEL1L2	1.0	0.0
SEL1L3	2072.0	1097.0
SEL1L	2925.0	6007.0
SELENBP1	351.0	437.0
SELE	110.0	75.0
SELK	822.0	3864.0
SELL	294.0	243.0
SELM	3702.0	17231.0
SELO	856.0	940.0
SELPLG	900.0	388.0
SELP	119.0	14.0
SELS	2823.0	7625.0
SELT	2516.0	30667.0
SELV	0.0	0.0
SEMA3A	654.0	3572.0
SEMA3B	1152.0	680.0
SEMA3C	4708.0	3699.0
SEMA3D	204.0	254.0
SEMA3E	29.0	4.0
SEMA3F	2949.0	1520.0
SEMA3G	160.0	46.0
SEMA4A	1511.0	790.0
SEMA4B	10155.0	7201.0
SEMA4C	2683.0	869.0
SEMA4D	866.0	270.0
SEMA4F	829.0	944.0
SEMA4G	143.09	21.79
SEMA5A	717.0	402.0
SEMA5B	123.0	20.0
SEMA6A	989.0	369.0
SEMA6B	1208.0	312.0
SEMA6C	465.0	49.0
SEMA6D	211.0	54.0
SEMA7A	681.0	869.0
SEMG1	0.0	2.0
SEMG2	1.0	0.0
SENP1	594.0	1691.0
SENP2	932.0	3039.0
SENP3	2401.02	6366.6
SENP5	1102.0	3356.0
SENP6	1544.0	2748.0
SENP7	292.0	819.0
SENP8	72.0	417.0
SEP15	4589.0	44769.0
SEPHS1	1359.0	4301.0
SEPHS2	3039.0	4188.0
SEPN1	4404.0	2945.0
SEPP1	8784.0	3971.42
SEPSECS	278.0	543.0
SEPT10	2008.0	7952.0
SEPT11	2234.0	9480.0
SEPT12	0.0	0.0
SEPT14	0.0	2.0
SEPT1	421.0	63.0
SEPT2	10066.0	57180.0
SEPT3	121.0	81.0
SEPT4	551.0	250.0
SEPT5	3420.0	714.0
SEPT6	1183.0	1056.0
SEPT7L	1.0	5.0
SEPT7P2	229.0	381.0
SEPT7	4177.0	18217.0
SEPT8	2289.25	1440.39
SEPT9	17647.0	11166.0
SEPW1	20872.0	50321.0
SEPX1	1881.0	3567.0
SERAC1	204.0	1495.0
SERBP1	8540.0	19149.0
SERF1A	1238.0	1285.0
SERF2	22181.03	55687.63
SERGEF	694.0	397.0
SERHL2	70.54	509.24
SERHL	191.0	324.0
SERINC1	4152.0	7427.0
SERINC2	22171.0	11223.0
SERINC3	3228.0	4922.0
SERINC4	11.11	4.01
SERINC5	46.0	57.0
SERP1	5249.45	22009.25
SERP2	18.0	43.0
SERPINA10	0.0	18.0
SERPINA11	33.0	7.0
SERPINA12	2.0	0.0
SERPINA13	0.0	0.0
SERPINA1	15239.0	6374.0
SERPINA3	733.0	2979.0
SERPINA4	1.0	7.0
SERPINA5	58.0	273.0
SERPINA6	5.0	4.0
SERPINA7	0.0	0.0
SERPINA9	41.0	5.0
SERPINB10	1.0	0.0
SERPINB11	0.0	2.0
SERPINB12	2.0	0.0
SERPINB13	2383.0	418.0
SERPINB1	2605.0	22657.0
SERPINB2	1532.0	245.0
SERPINB3	4894.0	725.0
SERPINB4	1161.0	271.0
SERPINB5	5531.0	20959.0
SERPINB6	4057.0	2696.0
SERPINB7	75.0	93.0
SERPINB8	557.0	2032.0
SERPINB9	1000.0	707.0
SERPINC1	1.0	13.0
SERPIND1	58.0	28.0
SERPINE1	12613.0	10086.0
SERPINE2	702.0	11988.0
SERPINE3	1.0	0.0
SERPINF1	7772.0	13528.0
SERPINF2	1071.0	563.0
SERPING1	25782.0	1924.0
SERPINH1	33597.0	31234.0
SERPINI1	152.0	1014.0
SERPINI2	0.0	0.0
SERTAD1	2414.0	4091.0
SERTAD2	1408.0	1285.0
SERTAD3	2727.0	2135.0
SERTAD4	43.0	131.0
SESN1	405.0	1520.0
SESN2	656.0	558.0
SESN3	488.0	1243.0
SESTD1	416.0	2527.0
SETBP1	177.0	220.0
SETD1A	1570.0	469.0
SETD1B	1308.0	480.0
SETD2	1240.0	1021.0
SETD3	1640.0	2856.0
SETD4	481.0	857.0
SETD5	1584.0	2020.0
SETD6	411.02	738.98
SETD7	1968.0	5809.0
SETD8	1764.0	1302.0
SETDB1	1083.0	1333.0
SETDB2	307.0	353.0
SETMAR	293.0	1194.0
SETX	2434.0	2771.0
SET	10278.0	16839.0
SEZ6L2	4114.0	702.0
SEZ6L	5.0	2.0
SEZ6	0.0	0.0
SF1	7545.0	4413.0
SF3A1	2677.81	4272.87
SF3A2	2241.0	2455.0
SF3A3	2855.0	8121.0
SF3B14	2920.0	7708.0
SF3B1	4989.0	15756.0
SF3B2	8514.0	7341.0
SF3B3	8085.0	9275.0
SF3B4	3835.0	3733.0
SF3B5	3875.0	14906.0
SF4	1139.0	736.0
SFI1	613.0	2573.0
SFMBT1	207.0	211.0
SFMBT2	18.0	53.0
SFN	53320.8	82459.22
SFPQ	7745.48	14533.43
SFRP1	178.0	160.0
SFRP2	34823.0	29905.0
SFRP4	1039.0	208.0
SFRP5	6.0	1.0
SFRS11	2481.0	7870.0
SFRS12IP1	889.0	4348.0
SFRS12	1164.0	1929.0
SFRS13A	1903.0	7573.0
SFRS13B	17.0	43.0
SFRS14	963.0	1030.02
SFRS15	911.0	1000.0
SFRS16	1590.0	430.0
SFRS17A	1192.0	789.0
SFRS18	1562.0	1730.0
SFRS1	6046.0	11045.0
SFRS2B	1609.0	1835.0
SFRS2IP	2191.0	8114.0
SFRS2	6506.52	18674.4
SFRS3	9245.0	44302.0
SFRS4	3505.0	2972.0
SFRS5	5431.0	5151.0
SFRS6	5318.0	10208.0
SFRS7	3778.0	14406.0
SFRS8	1725.0	835.0
SFRS9	5771.0	11986.0
SFT2D1	1054.0	3255.0
SFT2D2	151.76	714.0
SFT2D3	667.0	676.0
SFTA1P	575.0	631.0
SFTA2	2.0	114.0
SFTA3	0.0	32.0
SFTPA1	2.0	914.0
SFTPA2	13.0	2085.0
SFTPB	3.0	2720.0
SFTPC	0.0	1012.0
SFTPD	100.0	248.0
SFXN1	1691.0	4584.0
SFXN2	113.0	128.0
SFXN3	3903.0	1376.0
SFXN4	746.0	1291.0
SFXN5	1171.0	514.0
SGCA	581.0	137.0
SGCB	1622.0	5351.0
SGCD	975.0	711.0
SGCE	218.0	3554.0
SGCG	122.0	18.0
SGCZ	2.0	0.0
SGEF	22.0	79.0
SGIP1	339.0	220.0
SGK196	7.0	65.0
SGK1	6305.0	32957.0
SGK223	1145.0	424.0
SGK269	1127.0	1375.0
SGK2	26.0	11.0
SGK3	377.98	1353.82
SGK494	81.0	75.0
SGMS1	494.0	2405.0
SGMS2	821.0	2536.0
SGOL1	76.0	697.0
SGOL2	300.0	2610.0
SGPL1	2883.0	3925.0
SGPP1	747.0	2347.0
SGPP2	72.0	793.0
SGSH	673.0	577.0
SGSM1	22.0	14.0
SGSM2	1390.0	772.0
SGSM3	2442.0	1649.0
SGTA	3022.0	3639.0
SGTB	325.49	1102.29
SH2B1	2023.0	721.0
SH2B2	68.0	25.0
SH2B3	999.0	1380.0
SH2D1A	70.0	63.0
SH2D1B	8.0	16.0
SH2D2A	854.0	1372.0
SH2D3A	3734.0	1050.0
SH2D3C	628.0	491.0
SH2D4A	310.0	948.0
SH2D4B	26.0	371.0
SH2D5	186.0	667.0
SH2D6	3.0	10.0
SH2D7	6.0	1.0
SH3BGRL2	200.0	861.0
SH3BGRL3	19288.0	30600.0
SH3BGRL	3911.0	5840.0
SH3BGR	190.0	162.0
SH3BP1	1617.91	4035.69
SH3BP2	1830.0	1231.0
SH3BP4	2066.0	2640.0
SH3BP5L	2184.0	822.0
SH3BP5	610.96	268.15
SH3D19	930.0	3775.0
SH3D20	40.0	24.0
SH3GL1	5189.0	9666.0
SH3GL2	1.0	8.0
SH3GL3	115.0	196.0
SH3GLB1	3673.0	14209.0
SH3GLB2	2843.0	2308.0
SH3KBP1	1498.0	1523.0
SH3PXD2A	5352.0	3112.0
SH3PXD2B	3509.0	1648.0
SH3RF1	618.0	2129.0
SH3RF2	2243.0	833.0
SH3RF3	636.0	141.0
SH3TC1	3295.0	952.0
SH3TC2	269.0	22.0
SH3YL1	1280.0	2359.0
SHANK1	36.0	51.0
SHANK2	268.0	968.0
SHANK3	868.0	567.0
SHARPIN	4607.0	2457.0
SHBG	16.0	8.0
SHB	1328.0	1035.0
SHC1	12326.0	7613.0
SHC2	1089.0	196.0
SHC3	18.0	42.0
SHC4	19.0	114.0
SHCBP1	584.0	1654.0
SHD	132.0	6.0
SHE	113.0	73.0
SHFM1	5951.0	7650.0
SHF	260.0	64.0
SHH	10.0	8.0
SHISA2	651.0	252.0
SHISA3	3.0	3.0
SHISA4	973.0	579.0
SHISA5	10603.0	10621.0
SHISA6	3.0	1.0
SHISA7	2.0	0.0
SHISA9	11.0	2.0
SHKBP1	5656.0	2529.0
SHMT1	674.5	1029.66
SHMT2	4354.0	11754.0
SHOC2	1051.0	3372.0
SHOX2	330.0	603.0
SHOX	1.0	0.0
SHPK	535.0	697.0
SHPRH	59.68	561.49
SHQ1	368.0	2120.0
SHROOM1	590.0	257.0
SHROOM2	710.0	1480.0
SHROOM3	662.0	502.0
SHROOM4	209.0	172.0
SIAE	1009.56	1061.0
SIAH1	958.12	3204.51
SIAH2	1272.0	2741.0
SIAH3	7.0	0.0
SIDT1	71.0	44.0
SIDT2	1885.53	621.28
SIGIRR	949.0	782.0
SIGLEC10	388.0	174.0
SIGLEC11	4.0	10.0
SIGLEC12	151.0	32.0
SIGLEC14	29.0	51.0
SIGLEC15	20.0	4.0
SIGLEC16	17.0	3.0
SIGLEC1	896.0	157.0
SIGLEC5	50.0	72.0
SIGLEC6	2.0	5.0
SIGLEC7	55.0	65.0
SIGLEC8	30.0	8.0
SIGLEC9	78.0	90.0
SIGLECP3	24.0	13.0
SIGMAR1	2221.0	4370.0
SIK1	3638.0	1297.0
SIK2	616.0	679.0
SIK3	1210.0	915.0
SIKE1	534.0	6142.0
SIL1	2680.0	1016.0
SILV	44.0	140.0
SIM1	0.0	0.0
SIM2	275.0	160.0
SIN3A	2310.0	2185.0
SIN3B	1257.0	1646.0
SIP1	265.0	3451.0
SIPA1L1	1337.0	1352.0
SIPA1L2	718.0	342.0
SIPA1L3	1775.0	598.0
SIPA1	3684.0	1727.0
SIRPA	4219.0	1846.0
SIRPB1	107.0	118.0
SIRPB2	61.0	58.0
SIRPD	1.0	1.0
SIRPG	154.0	9.0
SIRT1	339.0	563.0
SIRT2	2800.0	4032.0
SIRT3	1668.58	1536.29
SIRT4	55.0	43.0
SIRT5	283.0	2092.0
SIRT6	822.0	646.0
SIRT7	988.0	1215.0
SIT1	81.0	268.0
SIVA1	2289.0	13968.0
SIX1	326.0	328.0
SIX2	304.0	46.0
SIX3	2.0	4.0
SIX4	275.0	728.0
SIX5	2420.0	454.0
SIX6	2.0	0.0
SI	0.0	2.0
SKA1	242.0	1517.0
SKA2	1392.0	5961.0
SKA3	479.19	1645.33
SKAP1	173.0	44.0
SKAP2	821.0	3009.0
SKIL	576.0	1604.0
SKINTL	1.0	2.0
SKIV2L2	1593.45	3304.8
SKIV2L	2204.0	2301.26
SKI	2479.0	992.0
SKP1	8809.0	30326.0
SKP2	213.0	4914.0
SLA2	91.0	83.0
SLAIN1	30.0	62.0
SLAIN2	1510.0	2297.0
SLAMF1	61.0	30.0
SLAMF6	159.0	28.0
SLAMF7	722.0	134.0
SLAMF8	1171.57	1411.6
SLAMF9	67.0	347.0
SLA	446.0	316.0
SLBP	1615.0	5575.0
SLC10A1	0.0	2.0
SLC10A2	0.0	0.0
SLC10A3	2256.0	2083.0
SLC10A4	6.0	2.0
SLC10A5	12.0	1.0
SLC10A6	56.0	2067.0
SLC10A7	286.0	649.0
SLC11A1	664.0	625.0
SLC11A2	827.0	2948.0
SLC12A1	1.0	2.0
SLC12A2	839.0	3742.0
SLC12A3	8.0	10.0
SLC12A4	3753.73	1455.0
SLC12A5	44.0	2.0
SLC12A6	632.31	777.06
SLC12A7	4267.0	2048.0
SLC12A8	593.0	744.0
SLC12A9	2405.0	511.0
SLC13A1	0.0	0.0
SLC13A2	1.0	0.0
SLC13A3	156.0	37.0
SLC13A4	16.0	12.0
SLC13A5	1052.0	267.0
SLC14A1	10.0	15.0
SLC14A2	6.0	3.0
SLC15A1	217.0	41.0
SLC15A2	212.0	4427.0
SLC15A3	2184.0	289.0
SLC15A4	951.0	2341.0
SLC16A10	61.0	137.0
SLC16A11	124.0	24.0
SLC16A12	103.0	7.0
SLC16A13	150.0	73.0
SLC16A14	63.0	661.0
SLC16A1	2336.0	17490.0
SLC16A2	576.0	2617.0
SLC16A3	10274.0	4169.0
SLC16A4	82.0	1432.0
SLC16A5	311.0	271.0
SLC16A6	19.0	70.0
SLC16A7	19.0	91.0
SLC16A8	84.0	49.0
SLC16A9	64.0	1679.0
SLC17A1	0.0	0.0
SLC17A2	0.0	0.0
SLC17A3	0.0	0.0
SLC17A4	0.0	1.0
SLC17A5	614.0	950.0
SLC17A6	0.0	0.0
SLC17A7	52.0	11.0
SLC17A8	0.0	0.0
SLC17A9	447.0	926.0
SLC18A1	0.0	0.0
SLC18A2	11.0	8.0
SLC18A3	33.0	0.0
SLC19A1	586.0	873.0
SLC19A2	191.0	766.0
SLC19A3	34.0	31.0
SLC1A1	94.0	409.0
SLC1A2	13.0	66.0
SLC1A3	1690.0	1791.0
SLC1A4	3427.0	1846.0
SLC1A5	14793.0	8936.0
SLC1A6	213.0	19.0
SLC1A7	25.0	5.0
SLC20A1	2016.0	7267.0
SLC20A2	2340.0	934.0
SLC22A10	0.0	0.0
SLC22A11	0.0	0.0
SLC22A12	0.0	0.0
SLC22A13	0.0	0.0
SLC22A14	3.0	3.0
SLC22A15	232.0	321.0
SLC22A16	4.0	17.0
SLC22A17	947.0	415.0
SLC22A18AS	41.0	138.0
SLC22A18	1099.0	187.0
SLC22A1	84.0	469.0
SLC22A20	35.0	263.0
SLC22A23	1727.05	1520.82
SLC22A24	0.0	0.0
SLC22A25	0.0	0.0
SLC22A2	0.0	2.0
SLC22A3	457.0	97.0
SLC22A4	205.0	251.0
SLC22A5	410.0	445.0
SLC22A6	0.0	1.0
SLC22A7	0.0	0.0
SLC22A8	0.0	0.0
SLC22A9	0.0	2.0
SLC23A1	14.0	10.0
SLC23A2	677.0	616.0
SLC23A3	13.0	18.0
SLC24A1	274.0	161.0
SLC24A2	15.0	34.0
SLC24A3	652.0	487.0
SLC24A4	3.0	11.0
SLC24A5	3.49	1.23
SLC24A6	1411.0	881.0
SLC25A10	1042.0	1641.0
SLC25A11	2977.0	5383.0
SLC25A12	929.0	2314.0
SLC25A13	911.0	1537.0
SLC25A14	367.0	1160.0
SLC25A15	415.41	1655.84
SLC25A16	283.0	1317.0
SLC25A17	725.0	4773.0
SLC25A18	50.0	278.0
SLC25A19	419.0	1832.0
SLC25A1	5330.0	4054.0
SLC25A20	396.0	714.0
SLC25A21	7.64	34.86
SLC25A22	1718.0	755.0
SLC25A23	809.0	652.0
SLC25A24	900.0	7129.0
SLC25A25	583.0	491.0
SLC25A26	669.33	1240.57
SLC25A27	92.0	14.0
SLC25A28	2148.0	1245.0
SLC25A29	636.0	284.0
SLC25A2	0.0	0.0
SLC25A30	339.0	574.0
SLC25A31	2.0	1.0
SLC25A32	1187.86	3293.98
SLC25A33	151.0	802.0
SLC25A34	69.0	18.0
SLC25A35	290.09	101.77
SLC25A36	1154.0	3682.0
SLC25A37	613.0	1851.0
SLC25A38	890.0	1101.0
SLC25A39	7564.0	23599.0
SLC25A3	13759.0	51319.0
SLC25A40	88.0	489.0
SLC25A41	2.0	8.0
SLC25A42	378.0	160.0
SLC25A43	1053.0	1652.0
SLC25A44	1115.0	1378.0
SLC25A45	174.0	92.0
SLC25A46	810.0	3972.0
SLC25A4	1085.0	1485.0
SLC25A5	10580.0	72639.0
SLC25A6	14772.0	19631.0
SLC26A10	110.34	42.56
SLC26A11	338.0	258.0
SLC26A1	23.02	19.0
SLC26A2	1087.0	963.0
SLC26A3	0.0	45.0
SLC26A4	9.0	125.97
SLC26A5	2.0	1.0
SLC26A6	751.77	941.0
SLC26A7	10.01	18.0
SLC26A8	2.0	2.0
SLC26A9	133.0	27.0
SLC27A1	1027.0	169.0
SLC27A2	36.0	9.0
SLC27A3	1473.0	830.0
SLC27A4	3499.0	2450.0
SLC27A5	188.97	417.37
SLC27A6	16.0	0.0
SLC28A1	1.0	1.0
SLC28A2	0.0	0.0
SLC28A3	13.0	89.0
SLC29A1	2351.0	4702.0
SLC29A2	340.92	299.99
SLC29A3	769.0	304.0
SLC29A4	152.0	95.0
SLC2A10	525.0	856.0
SLC2A11	160.0	135.0
SLC2A12	90.0	220.0
SLC2A13	57.0	692.0
SLC2A14	21.0	82.0
SLC2A1	20034.0	56698.0
SLC2A2	0.0	4.0
SLC2A3	1171.0	2326.0
SLC2A4RG	4540.0	3455.0
SLC2A4	34.0	7.0
SLC2A5	544.0	61.0
SLC2A6	653.0	1220.0
SLC2A7	0.0	5.0
SLC2A8	341.0	1601.0
SLC2A9	658.0	1115.0
SLC30A10	2.0	58.0
SLC30A1	298.0	931.0
SLC30A2	11.0	2.0
SLC30A3	8.0	238.0
SLC30A4	41.0	317.0
SLC30A5	1211.0	2940.0
SLC30A6	289.0	2365.0
SLC30A7	1100.0	4054.0
SLC30A8	21.0	6.0
SLC30A9	1429.0	3952.0
SLC31A1	880.0	9506.0
SLC31A2	1230.0	3952.0
SLC32A1	1.0	0.0
SLC33A1	491.0	2705.0
SLC34A1	2.0	2.0
SLC34A2	2.0	501.0
SLC34A3	15.0	43.0
SLC35A1	484.0	2194.36
SLC35A2	2107.0	2378.0
SLC35A3	146.0	1604.0
SLC35A4	4127.0	2171.0
SLC35A5	672.0	3990.0
SLC35B1	2310.0	4567.0
SLC35B2	3812.0	5694.0
SLC35B3	487.0	2283.0
SLC35B4	629.0	1447.0
SLC35C1	3109.0	1628.0
SLC35C2	3792.0	3381.0
SLC35D1	655.0	1957.0
SLC35D2	1029.0	1245.0
SLC35D3	1.0	0.0
SLC35E1	2236.0	2904.0
SLC35E2	1423.0	930.91
SLC35E3	232.0	1167.0
SLC35E4	359.23	470.36
SLC35F1	10.0	3.0
SLC35F2	984.0	1368.0
SLC35F3	157.0	463.0
SLC35F4	0.0	2.0
SLC35F5	723.0	5616.0
SLC36A1	1000.0	367.0
SLC36A2	3.0	1.0
SLC36A3	0.0	0.0
SLC36A4	344.0	771.0
SLC37A1	679.0	368.0
SLC37A2	1695.0	800.0
SLC37A3	936.0	1124.0
SLC37A4	1120.0	844.0
SLC38A10	7647.0	1557.0
SLC38A11	10.0	3.0
SLC38A1	4106.0	7810.0
SLC38A2	14496.0	76166.0
SLC38A3	45.0	24.0
SLC38A4	147.0	1701.0
SLC38A5	3947.0	8057.0
SLC38A6	505.0	818.0
SLC38A7	343.0	325.0
SLC38A8	0.0	1.0
SLC38A9	457.0	783.0
SLC39A10	771.0	2820.0
SLC39A11	1748.0	732.0
SLC39A12	0.0	1.0
SLC39A13	3625.0	1818.0
SLC39A14	2080.0	9956.0
SLC39A1	7603.0	7847.0
SLC39A2	13.0	46.0
SLC39A3	1033.0	1520.0
SLC39A4	1743.0	3254.0
SLC39A5	2.0	3.0
SLC39A6	1453.0	3709.0
SLC39A7	10521.0	3783.0
SLC39A8	725.0	2700.0
SLC39A9	2849.0	10446.0
SLC3A1	4.0	10.59
SLC3A2	17289.0	13277.0
SLC40A1	773.0	1211.0
SLC41A1	1356.0	871.0
SLC41A2	178.0	522.0
SLC41A3	1619.0	1592.0
SLC43A1	287.0	185.0
SLC43A2	1386.0	1063.0
SLC43A3	2049.0	4785.0
SLC44A1	2392.0	19140.0
SLC44A2	8317.0	2539.0
SLC44A3	389.0	686.0
SLC44A4	8.0	721.0
SLC44A5	448.0	1315.0
SLC45A1	183.0	22.0
SLC45A2	5.0	3.0
SLC45A3	248.0	257.0
SLC45A4	849.0	531.0
SLC46A1	940.03	276.39
SLC46A2	4.0	1.0
SLC46A3	453.0	390.0
SLC47A1	34.0	26.0
SLC47A2	494.0	18.0
SLC48A1	1102.0	1143.0
SLC4A10	1.0	0.0
SLC4A11	266.0	87.0
SLC4A1AP	1029.0	1992.0
SLC4A1	3.0	483.0
SLC4A2	4442.79	1345.81
SLC4A3	741.0	256.0
SLC4A4	11.0	10.0
SLC4A5	248.2	750.33
SLC4A7	271.0	1206.0
SLC4A8	20.0	30.0
SLC4A9	0.0	5.0
SLC5A10	7.21	84.24
SLC5A11	3.0	1.0
SLC5A12	292.0	169.0
SLC5A1	251.0	10.0
SLC5A2	14.49	0.0
SLC5A3	762.85	2121.83
SLC5A4	8.0	8.0
SLC5A5	6.0	25.0
SLC5A6	1357.19	1550.79
SLC5A7	0.0	0.0
SLC5A8	1.0	1.0
SLC5A9	9.0	7.0
SLC6A10P	575.0	38.0
SLC6A11	178.0	471.0
SLC6A12	97.0	7.0
SLC6A13	31.0	0.0
SLC6A14	142.0	47.0
SLC6A15	333.0	2362.0
SLC6A16	99.0	2.0
SLC6A17	99.0	23.0
SLC6A18	4.0	0.0
SLC6A19	4.0	0.0
SLC6A1	9.0	28.0
SLC6A20	60.0	2.0
SLC6A2	318.0	300.0
SLC6A3	25.0	0.0
SLC6A4	3.0	4.0
SLC6A5	0.0	0.0
SLC6A6	1408.0	1620.0
SLC6A7	18.0	6.0
SLC6A8	2562.0	9167.0
SLC6A9	676.16	352.42
SLC7A10	2.03	0.0
SLC7A11	432.0	1378.0
SLC7A13	0.0	0.0
SLC7A14	0.0	0.0
SLC7A1	5958.0	1194.0
SLC7A2	718.0	468.0
SLC7A3	1.0	0.0
SLC7A4	4501.0	398.0
SLC7A5P1	3.63	0.0
SLC7A5P2	0.0	5.98
SLC7A5	21595.0	19739.0
SLC7A6OS	303.15	655.05
SLC7A6	2006.85	1910.95
SLC7A7	604.0	784.0
SLC7A8	4279.0	3049.0
SLC7A9	42.0	8.0
SLC8A1	101.0	93.0
SLC8A2	171.0	3.0
SLC8A3	50.0	6.0
SLC9A10	4.0	1.0
SLC9A11	0.0	1.0
SLC9A1	2925.0	1996.0
SLC9A2	61.0	14.0
SLC9A3R1	3980.0	2283.0
SLC9A3R2	2656.0	1559.0
SLC9A3	66.07	21.0
SLC9A4	0.0	3.0
SLC9A5	96.0	145.0
SLC9A6	622.0	1026.0
SLC9A7	60.0	448.0
SLC9A8	803.0	299.0
SLC9A9	365.0	356.0
SLCO1A2	164.0	7.0
SLCO1B1	12.0	16.0
SLCO1B3	109.0	6895.0
SLCO1C1	7.0	7.0
SLCO2A1	744.0	231.0
SLCO2B1	1049.0	485.0
SLCO3A1	2219.0	1583.0
SLCO4A1	588.87	534.93
SLCO4C1	17.0	14.0
SLCO5A1	28.0	16.0
SLCO6A1	22.0	0.0
SLED1	3.0	0.0
SLFN11	1014.0	7313.0
SLFN12L	23.0	52.0
SLFN12	174.0	382.0
SLFN13	1087.0	1115.0
SLFN14	2.0	0.0
