,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
51,gsea,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",-0.7254118785502114,-1.78873730910383,0.003968253968253968,0.34549222797927465,0.965,12/21,14.55%,LTB4R2;RPP40;RRS1;NOP14;PES1;EXOSC3;WDR12;KRI1;RPS21;EXOSC7;EXOSC2;EXOSC8
52,gsea,Regulation Of Synapse Assembly (GO:0051963),0.5657340930228368,1.7875640208277226,0.027559055118110236,0.5991527041772067,0.97,24/49,17.76%,NLGN1;NLGN3;LRRC4B;SLITRK5;LRRTM3;LHFPL4;MEF2C;SLITRK2;NRXN1;NLGN2;RAP2A;CLSTN3;GRID2;SLITRK1;SLITRK3;EPHB1;PTPRD;SLITRK4;SETD5;CHRNB2;CLSTN2;GPC4;SLIT1;ROBO2
53,gsea,Chromosome Condensation (GO:0030261),-0.7416263389477673,-1.7821652060176096,0.01020408163265306,0.3566123995790515,0.975,12/18,14.94%,PLK1;CDCA5;NCAPH;NCAPG;NCAPD2;SMC4;CHMP1A;NUSAP1;SMC2;TOP2A;TTN;NCAPH2
54,gsea,Determination Of Heart Left/Right Asymmetry (GO:0061371),0.5208611997978373,1.781284630041064,0.0,0.6185981129033781,0.971,12/41,12.47%,CCDC103;PKD2;MEF2C;CCDC40;APLNR;NPHP3;ENG;BBS5;TGFBR2;NDRG4;MEGF8;CCDC39
55,gsea,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),0.4698254694298228,1.7785752533077965,0.0057692307692307696,0.6160258068671601,0.973,47/116,22.35%,VASH1;MAPT;RUFY3;CLASP2;SARM1;ZDHHC15;LRRC4C;SPARC;FERMT2;BRSK1;FLT4;FGF2;MEF2C;PHLDB1;PLXND1;HECW2;TSPAN12;ABI3;RAP2A;ZNF135;KIF1A;BRSK2;CDH2;TNIK;SEMA4D;EGLN1;PID1;KNDC1;CHN1;PAK3;SHANK3;ZMYM6;ETS1;NOL3;ZMYM4;PIK3CG;FITM2;CHRNB2;SRCIN1;LRRK2;NF1;HMOX1;TANC2;BMPER;ZMYM3;PPFIA2;BCL6
56,gsea,Succinate Transport (GO:0015744),-0.8944633951321098,-1.7784974308958648,0.0057361376673040155,0.3553578889473185,0.976,3/5,4.47%,SLC16A1;SLC25A10;SLC13A5
57,gsea,Regulation Of Protein Kinase C Signaling (GO:0090036),0.6160572637990518,1.7784031569199048,0.005649717514124294,0.5971458716740567,0.973,9/16,19.69%,FLT4;VEGFA;DGKD;DGKG;SEZ6L;SEZ6;GPD1L;SEZ6L2;MYADM
58,gsea,Peroxisome Fission (GO:0016559),0.7709000568657104,1.7771676354162707,0.003913894324853229,0.5867568940869997,0.974,4/8,10.28%,PEX11B;PEX11A;PEX19;MFF
59,gsea,Positive Regulation Of Phosphatase Activity (GO:0010922),0.618004681276434,1.7769909438873384,0.0018656716417910447,0.5699486450977269,0.974,13/21,26.03%,MAGI2;MEF2C;MTMR9;CD300A;ITGA1;CALM2;CALM1;CALM3;PDGFRB;GNA12;PLEK;ROCK1;PPP1R15B
60,gsea,rRNA Processing (GO:0006364),-0.6233860610147525,-1.7760335369615614,0.015594541910331383,0.35181922216535455,0.976,62/93,21.02%,NOB1;EIF6;WDR74;WDR18;NOC4L;LYAR;EXOSC4;NOP2;RRP12;MRTO4;DDX54;RRP9;EBNA1BP2;RPS19;RPS15;RRP7A;NOP14;RPS17;DKC1;PES1;NOL6;FBL;NOLC1;NOP58;RIOK1;MPHOSPH6;SART1;EXOSC5;EXOSC3;EMG1;IGF2BP3;PRKDC;NOP56;RPS16;RPL35A;RPL27;DCAF13;TFB1M;RIOK3;DDX49;RPS28;EXOSC7;RPS6;EXOSC2;RPL11;NAT10;RPL7;DDX10;RPS24;RPL14;DDX47;WDR3;RPS7;PELP1;NHP2;DDX52;NOL9;RPS14;WDR36;DDX27;PIH1D1;MRM1
