,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
51,gsea,Glial Cell Differentiation (GO:0010001),0.5885812727450446,1.8234694415792332,0.0019880715705765406,0.16196218995776362,0.919,12/32,10.45%,SOX2;SOX8;NCAN;BCAN;PTPRZ1;SLC8A3;HES5;GPC1;TPPP;HAPLN2;MMP24;HAPLN4
52,gsea,Regulation Of Presynapse Assembly (GO:1905606),0.6996955196606931,1.8232613219799034,0.0078125,0.15592501622854782,0.92,9/16,13.46%,LRRTM3;LRRC4B;SLITRK1;SLITRK3;SLITRK2;WNT3A;MDGA1;LRFN5;EIF4G1
53,gsea,Regulation Of Presynapse Organization (GO:0099174),0.6996955196606931,1.8232613219799034,0.0078125,0.15592501622854782,0.92,9/16,13.46%,LRRTM3;LRRC4B;SLITRK1;SLITRK3;SLITRK2;WNT3A;MDGA1;LRFN5;EIF4G1
54,gsea,Aromatic Amino Acid Family Catabolic Process (GO:0009074),0.766565633403403,1.8220189594329645,0.013888888888888888,0.1552213369376697,0.924,6/10,11.44%,HPD;TAT;KMO;HGD;IDO1;QDPR
55,gsea,Cilium Organization (GO:0044782),-0.541604081209258,-1.8147513621276106,0.0,1.0,0.941,100/180,27.60%,INTU;TTC8;NPHP3;CCDC57;KIAA0753;STK36;KIF27;PHIP;CCDC66;IFT140;ALPK1;TTLL3;PIBF1;ARF4;WDR19;UBXN10;TRAF3IP1;TTC17;RILPL2;FNBP1L;WDR90;PARVA;C2CD3;IFT172;RAB23;BBS5;TCTN1;TCTN3;TMEM67;OFD1;FBF1;IFT52;FBXW8;AHI1;TCTN2;RPGR;IFT20;CEP290;TXNDC15;CDC14A;KIAA0586;BBS1;CEP164;IFT74;BBS9;GBF1;ARMC9;ARMC2;TMEM216;TTC30A;IFT57;MAK;DNMBP;OCRL;CCDC96;PTPN23;B9D1;CCNO;HSPB11;IFT88;IFT81;BBS4;FHDC1;IFT27;IFT80;IFT122;WDR35;TMEM107;IFT46;CCDC65;GSN;ARL13B;CENPJ;POC1B;TMEM138;DYNC2H1;IQUB;TEKT4;TSGA10IP;EHD4;RABL2B;CLUAP1;RILP;TEKT2;MKS1;TTC26;PTPDC1;FAM149B1;TTBK2;DNAH5;FUZ;B9D2;PKD2;RP2;CDC14C;FLNA;KIF24;RFX3;FAM161B;NEDD9
56,gsea,fatty-acyl-CoA Biosynthetic Process (GO:0046949),0.6113463684501357,1.8140076348698624,0.007827788649706457,0.16649414392115944,0.931,6/22,5.84%,ACSL6;ACAT1;ACSBG1;SLC27A2;GCDH;SLC25A1
57,gsea,Cellular Glucuronidation (GO:0052695),0.8001058050006018,1.81280581102103,0.011009174311926606,0.16273040298915073,0.934,10/13,14.54%,UGT1A9;UGT2B7;UGT1A6;UGT2B10;UGT2B4;UGT2A3;UGT2B15;UGT1A4;UGT1A8;UGT1A7
58,gsea,Glucuronate Metabolic Process (GO:0019585),0.8001058050006018,1.81280581102103,0.011009174311926606,0.16273040298915073,0.934,10/13,14.54%,UGT1A9;UGT2B7;UGT1A6;UGT2B10;UGT2B4;UGT2A3;UGT2B15;UGT1A4;UGT1A8;UGT1A7
59,gsea,Sodium Ion Transport (GO:0006814),0.4995603568106015,1.8128020109275305,0.0076481835564053535,0.159771668389348,0.934,49/83,27.70%,SLC6A1;SLC6A8;ATP1A2;ATP1B3;SLC8A3;SCN1A;SCN3B;SCN3A;NALCN;HCN2;SCN2A;SLC6A11;SLC5A12;SLC6A12;SLC6A13;SLC8A2;SLC17A4;SLC6A7;NDUFA9;SLC6A9;SLC17A3;SLC24A2;SGK1;SLC12A1;SLC6A3;SLC34A1;SLC6A2;SLC6A17;SCN8A;SLC24A4;SCN2B;SCNN1B;HCN1;SLC5A6;SLC6A18;SLC5A2;PKD2L1;SCN1B;SLC8A1;SCN4B;SLC6A15;SCN9A;SCNN1D;HCN3;TPCN2;SLC4A8;SLC6A19;SCN10A;SLC4A4
60,gsea,Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),-0.7517418237856838,-1.804052652104231,0.0,1.0,0.953,7/11,19.32%,WFS1;ATF6B;HSPA5;PPP1R15B;NCK2;BFAR;PPP1R15A
61,gsea,Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289),-0.691915979235154,-1.8003608035761907,0.0019120458891013384,1.0,0.959,12/16,23.61%,CNOT7;PAN2;CNOT3;CNOT6L;CNOT8;ZFP36;CNOT4;PARN;CNOT6;CNOT10;CNOT2;SAMD4B
62,gsea,Sterol Metabolic Process (GO:0016125),0.5458844388261797,1.7997874274571073,0.011538461538461539,0.18141152261715252,0.952,28/56,20.55%,APOB;ANGPTL3;LCAT;CYP46A1;APOE;APOA1;APOA2;SULT2A1;NSDHL;APOF;CYP8B1;CYP27A1;CES1;CYP7A1;SQLE;APOL2;NR0B2;SULT2B1;HMGCR;SH2D2A;ABCG1;PMVK;CLN8;SOAT2;CYP51A1;CYP26B1;CYP26A1;CH25H
63,gsea,Positive Regulation Of Protein Depolymerization (GO:1901881),0.7233300382981448,1.799715982667127,0.005802707930367505,0.17835274190291328,0.952,8/10,20.26%,PDXP;STMN2;TRPV4;SEMA5A;KATNB1;NES;VIL1;SLN
64,gsea,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),-0.5215417282908974,-1.7962485095133758,0.001984126984126984,1.0,0.963,42/73,33.99%,ARID4B;OGT;SLC2A10;SPRY1;ARID4A;SMAD6;FBN1;TGFB1I1;SPRED2;SIN3A;ZBTB7A;PRDM16;SIRT1;SPRED1;ZNF451;ASPN;NKX2-1;BCL9L;SKI;PMEPA1;EMILIN1;CILP;SMURF2;SMAD7;FKBP1A;VASN;SUDS3;CAPN5;PDPK1;SNX25;SPRED3;PPM1A;RBBP4;HDAC1;ING1;TET1;PPARG;SNX6;ING2;CIDEA;LEMD3;FAM89B
65,gsea,Hexose Biosynthetic Process (GO:0019319),0.5717946621741541,1.7948810301679816,0.00808080808080808,0.18437789096385077,0.957,22/34,20.19%,ENO1;PGAM1;SLC37A4;TPI1;PCK2;KRT17;PCK1;GPI;MDH1;ENO2;SLC25A1;SLC25A10;PGK1;PGM1;MDH2;PPARGC1A;SLC25A13;PFKFB1;ENO3;ATF4;PGAM2;KHSRP
66,gsea,Negative Regulation Of Coagulation (GO:0050819),0.790169705309308,1.7946108365246143,0.002004008016032064,0.18182131406702617,0.957,5/12,2.12%,KNG1;APOH;PROC;VTN;APOE
